Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.7,robust,1,3
pedro,ladderActivity,0.7,robust,2,3
pedro,ladderActivity,0.7,robust,3,3
xxx,ladderActivity,0.7,robust,1,2
xxx,ladderActivity,0.7,robust,2,2
xxx,ladderActivity,0.7,robust,3,2
slasto,ladderActivity,0.7,robust,2,14
slasto,ladderActivity,0.7,robust,3,1
slasto,ladderActivity,0.7,robust,5,2
minestra,ladderActivity,0.7,robust,1,2
minestra,ladderActivity,0.7,robust,2,1
minestra,ladderActivity,0.7,robust,3,6
dan,ladderActivity,0.7,robust,1,10
dan,ladderActivity,0.7,robust,2,2
dan,ladderActivity,0.7,robust,3,6
pabluccio,ladderActivity,0.7,robust,1,2
pabluccio,ladderActivity,0.7,robust,2,5
pabluccio,ladderActivity,0.7,robust,3,7
SADAX,ladderActivity,0.7,robust,1,1
SADAX,ladderActivity,0.7,robust,2,6
SADAX,ladderActivity,0.7,robust,3,8
Pa0l0l0,ladderActivity,0.7,robust,1,2
Pa0l0l0,ladderActivity,0.7,robust,2,15
Pa0l0l0,ladderActivity,0.7,robust,3,6
Pa0l0l0,ladderActivity,0.7,robust,4,1
Pa0l0l0,ladderActivity,0.7,robust,5,7
peppe,ladderActivity,0.7,robust,1,3
peppe,ladderActivity,0.7,robust,2,2
peppe,ladderActivity,0.7,robust,3,5
bigw,ladderActivity,0.7,robust,1,1
bigw,ladderActivity,0.7,robust,3,1
bigw,ladderActivity,0.7,robust,4,3
qwe,ladderActivity,0.7,robust,2,1
qwe,ladderActivity,0.7,robust,3,3
qwe,ladderActivity,0.7,robust,5,1
ocran,ladderActivity,0.7,robust,1,1
ocran,ladderActivity,0.7,robust,2,3
ocran,ladderActivity,0.7,robust,3,3
